"","kegg_id","path","mono_mass","biofluids","diseases"
"1212","C00409","hmdb/HMDB03227.xml","48.003370818","Blood/Urine","Cirrhosis/Blood//Cirrhosis/Blood//Liver disease (non-encephalopathic)/Blood//Liver disease (encephalopathic)/Blood//Breast cancer/Urine"
"1213","C08362","hmdb/HMDB03229.xml","254.224580204","Blood/Cerebrospinal Fluid (CSF)/Urine",""
"1214","C08367","hmdb/HMDB03231.xml","282.255880332","Blood",""
"1215","C08601","hmdb/HMDB03233.xml","568.428031036","Blood",""
"1216","C05956","hmdb/HMDB03235.xml","368.219888756","
  ",""
"1217","C06543","hmdb/HMDB03236.xml","397.334465003","Blood",""
"1218","C00466","hmdb/HMDB03243.xml","88.0524295","Blood",""
"1219","C05625","hmdb/HMDB03249.xml","610.153384912","Blood",""
"1220","C05963","hmdb/HMDB03252.xml","370.23553882","Blood/Cerebrospinal Fluid (CSF)/Urine","Ischemic heart disease/Blood//closed head/Cerebrospinal Fluid (CSF)//closed head/Cerebrospinal Fluid (CSF)//gunshot wound/Cerebrospinal Fluid (CSF)//HIV-Seropositive, Dementia/Cerebrospinal Fluid (CSF)//hydrocephalus/Cerebrospinal Fluid (CSF)//hypoxic/ischemic/Cerebrospinal Fluid (CSF)//meningitis/Cerebrospinal Fluid (CSF)//subarachnoid hemorrhage with cerebral vasospasm/Cerebrospinal Fluid (CSF)//subarachnoid hemorrhage without cerebral vasospasm/Cerebrospinal Fluid (CSF)//HIV-Seropositive (Neurologically normal)/Cerebrospinal Fluid (CSF)//Intracranial tumours/Cerebrospinal Fluid (CSF)"
"1221","C06470","hmdb/HMDB03254.xml","251.100501903","
  ",""
"1222","C00317","hmdb/HMDB03255.xml","828.274681836","
  ",""
"1223","C05471","hmdb/HMDB03259.xml","364.224974134","
  ",""
"1224","C05904","hmdb/HMDB03263.xml","306.029501169","Blood/Urine",""
"1225","C09755","hmdb/HMDB03265.xml","610.189770418","
  ",""
"1226","C05380","hmdb/HMDB03269.xml","180.053492132","Blood/Urine","Autosomal dominant polycystic kidney disease/Urine"
"1227","C00283","hmdb/HMDB03276.xml","33.987720754","Blood","Primary hypertension/Blood//Osteoarthritis/Blood//Rheumatoid arthritis/Blood"
"1228","C04152","hmdb/HMDB03282.xml","165.065059871","
  ",""
"1229","C05688","hmdb/HMDB03288.xml","168.964200301","
  ",""
"1230","C00800","hmdb/HMDB03290.xml","196.058302738","
  ",""
"1231","C00774","hmdb/HMDB03306.xml","274.084123558","Blood/Urine",""
"1232","C10208","hmdb/HMDB03312.xml","254.057908808","Blood/Urine","Soy consumption (ileostomies)/Urine"
"1233","C00414","hmdb/HMDB03315.xml","98.073164942","
  ",""
"1234","C19837","hmdb/HMDB03320.xml","161.047678473","
  ",""
"1235","C05787","hmdb/HMDB03325.xml","936.32766088","Blood/Urine",""
"1236","C02494","hmdb/HMDB03331.xml","281.112403993","Blood/Urine","Leukemia/Blood//Ovarian cancer/Blood//Uremia/Blood//Stomach cancer/Blood//Hepatocellular cancer/Blood//Cholangioma cancer/Blood//Colon cancer/Blood//Uremia/Blood//Kidney disease/Blood//Uremia/Blood//Cervical cancer/Blood//Uremia/Urine"
"1237","C00104","hmdb/HMDB03335.xml","428.013430334","
  ",""
"1238","C00127","hmdb/HMDB03337.xml","612.151961898","Blood/Cerebrospinal Fluid (CSF)","Canavan disease/Blood//Multiple sclerosis/Cerebrospinal Fluid (CSF)//Multiple sclerosis/Cerebrospinal Fluid (CSF)"
"1239","C00192","hmdb/HMDB03338.xml","33.021463723","Blood/Urine",""
"1240","C00217","hmdb/HMDB03339.xml","147.053157781","Blood/Urine","Premature/Blood//Schizophrenia/Blood//ADPKD /Urine"
"1241","C00266","hmdb/HMDB03344.xml","60.021129372","
  ",""
"1242","C00267","hmdb/HMDB03345.xml","180.063388116","
  ",""
"1243","C00337","hmdb/HMDB03349.xml","158.03275669","
  ",""
"1244","C00394","hmdb/HMDB03351.xml","605.077152801","
  ",""
"1245","C00400","hmdb/HMDB03352.xml","156.151415262","Blood/Urine","Breast cancer/Urine"
"1246","C00431","hmdb/HMDB03355.xml","117.078978601","Blood/Urine",""
"1247","C00437","hmdb/HMDB03357.xml","174.100442324","Blood/Urine",""
"1248","C00396","hmdb/HMDB03361.xml","80.037448138","
  ",""
"1249","C00461","hmdb/HMDB03362.xml","683.311282535","
  ",""
"1250","C00470","hmdb/HMDB03363.xml","194.042652674","
  ",""
"1251","C00472","hmdb/HMDB03364.xml","108.021129372","Urine",""
"1252","C00479","hmdb/HMDB03366.xml","58.041864814","Cerebrospinal Fluid (CSF)",""
"1253","C00501","hmdb/HMDB03369.xml","565.071004791","
  ",""
"1254","C00310","hmdb/HMDB03371.xml","150.05282343","
  ",""
"1255","C00515","hmdb/HMDB03374.xml","132.089877638","Blood","Short bowel syndrome/Blood"
"1256","C00521","hmdb/HMDB03375.xml","136.125200512","Blood/Urine","Breast cancer/Urine"
"1257","C00531","hmdb/HMDB03377.xml","879.131252359","
  ",""
"1258","C00533","hmdb/HMDB03378.xml","29.997988627","Blood/Cerebrospinal Fluid (CSF)","Hypoxic-Ischamic Encephalopathy/Cerebrospinal Fluid (CSF)//Subarachnoid emorrhage/Cerebrospinal Fluid (CSF)"
"1259","C00536","hmdb/HMDB03379.xml","252.870430756","Cerebrospinal Fluid (CSF)",""
"1260","C00631","hmdb/HMDB03391.xml","185.99293909","
  ",""
"1261","C08348","hmdb/HMDB03402.xml","194.042652674","Urine",""
"1262","C00718","hmdb/HMDB03403.xml","","
  ",""
"1263","C00734","hmdb/HMDB03404.xml","1525.635314599","
  ",""
"1264","C00739","hmdb/HMDB03405.xml","146.105527702","
  ",""
"1265","C00740","hmdb/HMDB03406.xml","105.042593095","Blood/Cerebrospinal Fluid (CSF)/Urine","Schizophrenia/Blood//ADPKD /Urine"
"1266","C00741","hmdb/HMDB03407.xml","86.036779436","
  ",""
"1267","C00757","hmdb/HMDB03409.xml","336.123583069","Blood",""
"1268","C00763","hmdb/HMDB03411.xml","115.063328537","Urine","ADPKD/Urine"
"1269","C00792","hmdb/HMDB03416.xml","174.111675712","
  ",""
"1270","C00793","hmdb/HMDB03417.xml","121.019749163","
  ",""
"1271","C00795","hmdb/HMDB03418.xml","180.063388116","
  ",""
"1272","C00798","hmdb/HMDB03419.xml","795.110122987","
  ",""
"1273","C20144","hmdb/HMDB03422.xml","284.177630012","
  ",""
"1274","C00819","hmdb/HMDB03423.xml","146.069142196","
  ",""
"1275","C00823","hmdb/HMDB03424.xml","242.26096571","
  ",""
"1276","C00831","hmdb/HMDB03426.xml","278.130027892","
  ",""
"1277","C00853","hmdb/HMDB03429.xml","1328.564331295","Blood","Cobalamin malabsorption/Blood"
"1278","C00860","hmdb/HMDB03431.xml","141.090211989","Prostate Tissue","Prostate Cancer/Prostate Tissue"
"1279","C00903","hmdb/HMDB03441.xml","132.057514878","
  ",""
"1280","C02530","hmdb/HMDB03442.xml","470.412380972","
  ",""
"1281","C00955","hmdb/HMDB03447.xml","161.084063979","
  ",""
"1282","C00962","hmdb/HMDB03449.xml","180.063388116","
  ",""
"1283","C00964","hmdb/HMDB03450.xml","152.120115134","
  ",""
"1284","C00969","hmdb/HMDB03453.xml","74.036779436","
  ",""
"1285","C00971","hmdb/HMDB03454.xml","165.042593095","
  ",""
"1286","C00992","hmdb/HMDB03458.xml","1346.574895981","Blood",""
"1287","C00993","hmdb/HMDB03459.xml","160.08479226","Prostate Tissue","Prostate cancer/Prostate Tissue"
"1288","C01035","hmdb/HMDB03464.xml","145.085126611","Blood/Cerebrospinal Fluid (CSF)/Urine","Cirrhosis/Blood//Cirrhosis/Urine"
"1289","C01040","hmdb/HMDB03466.xml","178.047738052","Blood","Prostate Cancer/Blood"
"1290","C01045","hmdb/HMDB03470.xml","175.048072403","
  ",""
"1291","C01060","hmdb/HMDB03474.xml","432.867179999","Blood/Urine","Hyperthyroidism/Blood//Chronic renal disease/Urine"
"1292","C01102","hmdb/HMDB03484.xml","199.024573569","
  ",""
"1293","C01172","hmdb/HMDB03498.xml","260.029718526","
  ",""
"1294","C01197","hmdb/HMDB03501.xml","180.042258744","
  ",""
"1295","C01204","hmdb/HMDB03502.xml","659.861370576","Blood/Urine",""
"1296","C01207","hmdb/HMDB03503.xml","198.05282343","Blood",""
"1297","C01231","hmdb/HMDB03514.xml","339.996048936","Blood",""
"1298","C01251","hmdb/HMDB03518.xml","206.042652674","
  ",""
"1299","C01284","hmdb/HMDB03529.xml","579.895040166","
  ",""
"1300","C01301","hmdb/HMDB03533.xml","434.33960996","
  ",""
"1301","C01344","hmdb/HMDB03536.xml","412.018515712","
  ",""
"1302","C01345","hmdb/HMDB03537.xml","491.984846122","
  ",""
"1303","C01353","hmdb/HMDB03538.xml","62.00039393","
  ",""
"1304","C01355","hmdb/HMDB03539.xml","504.169034976","
  ",""
"1305","C01367","hmdb/HMDB03540.xml","347.063084339","
  ",""
"1306","C01412","hmdb/HMDB03543.xml","72.057514878","
  ",""
"1307","C01451","hmdb/HMDB03546.xml","286.10525293","
  ",""
"1308","C01561","hmdb/HMDB03550.xml","400.334130652","Blood/Urine","Anephrism/Blood//Nephrotic syndrome/Urine"
"1309","C01563","hmdb/HMDB03551.xml","61.016378345","
  ",""
"1310","C01613","hmdb/HMDB03553.xml","666.221858406","
  ",""
"1311","C02059","hmdb/HMDB03555.xml","450.349780716","Blood",""
"1312","C01674","hmdb/HMDB03556.xml","426.148574306","
  ",""
"1313","C01699","hmdb/HMDB03559.xml","346.141638436","
  ",""
"1314","C01735","hmdb/HMDB03563.xml","283.120843415","
  ",""
"1315","C01832","hmdb/HMDB03571.xml","949.282273691","
  ",""
"1316","C01850","hmdb/HMDB03572.xml","360.084517488","Blood/Urine",""
"1317","C01851","hmdb/HMDB03573.xml","303.147058165","Blood",""
"1318","C01909","hmdb/HMDB03581.xml","214.131742452","
  ",""
"1319","C01959","hmdb/HMDB03584.xml","167.036461859","Blood","Uraemia/Blood//Arteriosclerosis/Blood"
"1320","C01962","hmdb/HMDB03585.xml","152.991819853","
  ",""
"1321","C02075","hmdb/HMDB03598.xml","302.224580204","Blood","Osteoporosis/Blood//Idiopathic intracranial hypertension/Blood"
"1322","C02105","hmdb/HMDB03601.xml","329.162708229","
  ",""
"1323","C02530","hmdb/HMDB03603.xml","540.490631292","
  ",""
"1324","C02218","hmdb/HMDB03609.xml","87.032028409","
  ",""
"1325","C00703","hmdb/HMDB03625.xml","201.970625604","Blood/Cerebrospinal Fluid (CSF)/Urine","Multiple sclerosis/Blood//Parkinson's disease/Blood//Alzheimer's disease/Blood"
"1326","C02442","hmdb/HMDB03633.xml","151.099714043","
  ",""
"1327","C02452","hmdb/HMDB03634.xml","152.120115134","Blood","Perillyl alcohol administration for cancer treatment/Blood"
"1328","C01413","hmdb/HMDB03638.xml","113.903358121","Blood/Cerebrospinal Fluid (CSF)/Urine","Multiple sclerosis/Blood//Parkinson's disease/Blood//Macular degeneration/Blood//Alzheimer's disease/Blood"
"1329","C02486","hmdb/HMDB03640.xml","131.094628665","Blood","Cobalamin deficiency/Blood"
"1330","C13884","hmdb/HMDB03642.xml","87.905614339","Blood/Cerebrospinal Fluid (CSF)/Urine","Parkinson's disease/Blood//Multiple sclerosis/Blood//Parkinson's disease/Blood//Alzheimer's disease/Blood"
"1331","C02565","hmdb/HMDB03646.xml","114.042927446","Blood/Urine",""
"1332","C02576","hmdb/HMDB03647.xml","150.10446507","
  ",""
"1333","C02588","hmdb/HMDB03648.xml","524.459331164","Blood",""
"1334","C02646","hmdb/HMDB03654.xml","150.068079564","
  ",""
"1335","C02658","hmdb/HMDB03656.xml","59.037113787","
  ",""
"1336","C02723","hmdb/HMDB03661.xml","102.115698458","
  ",""
"1337","C02739","hmdb/HMDB03665.xml","720.012159345","
  ",""
"1338","C02759","hmdb/HMDB03667.xml","152.120115134","
  ",""
"1339","C08380","hmdb/HMDB03671.xml","114.10446507","Cerebrospinal Fluid (CSF)/Urine","Hepatic encephalopathy/Cerebrospinal Fluid (CSF)//Breast cancer/Urine"
"1340","C02946","hmdb/HMDB03681.xml","145.073893223","Blood/Urine",""
"1341","C03114","hmdb/HMDB03701.xml","146.08439833","Prostate Tissue","Prostate cancer/Prostate Tissue"
"1342","C03166","hmdb/HMDB03705.xml","197.020156893","
  ",""
"1343","C03221","hmdb/HMDB03712.xml","943.235323499","
  ",""
"1344","C03576","hmdb/HMDB03745.xml","141.975835438","
  ",""
"1345","C03582","hmdb/HMDB03747.xml","228.07864425","Urine",""
"1346","C03681","hmdb/HMDB03759.xml","316.240230268","Blood","Prepartum depression/Blood//Psychiatric patient/Blood"
"1347","C03765","hmdb/HMDB03767.xml","136.0524295","
  ",""
"1348","C03772","hmdb/HMDB03769.xml","288.20893014","
  ",""
"1349","C04043","hmdb/HMDB03791.xml","152.047344122","
  ",""
"1350","C04056","hmdb/HMDB03797.xml","280.240230268","Blood",""
"1351","C04295","hmdb/HMDB03818.xml","290.224580204","
  ",""
"1352","C02530","hmdb/HMDB03822.xml","428.36543078","
  ",""
"1353","C04332","hmdb/HMDB03826.xml","326.122634328","
  ",""
"1354","C12661","hmdb/HMDB03828.xml","554.24440572","
  ",""
"1355","C04368","hmdb/HMDB03831.xml","181.073893223","
  ",""
"1356","C04392","hmdb/HMDB03834.xml","870.006125226","
  ",""
"1357","C05172","hmdb/HMDB03840.xml","161.898502302","
  ",""
"1358","C04454","hmdb/HMDB03841.xml","356.073314674","
  ",""
"1359","C04520","hmdb/HMDB03848.xml","499.928709756","
  ",""
"1360","C04549","hmdb/HMDB03850.xml","470.022657616","
  ",""
"1361","C04717","hmdb/HMDB03871.xml","312.230059512","Blood",""
"1362","C04722","hmdb/HMDB03873.xml","450.334524582","Blood","Infantile Refsum's disease/Blood"
"1363","C04742","hmdb/HMDB03876.xml","320.23514489","Blood/Cerebrospinal Fluid (CSF)/Urine","Zellweger syndrome/Urine"
"1364","C04778","hmdb/HMDB03882.xml","358.092987484","
  ",""
"1365","C05107","hmdb/HMDB03896.xml","382.323565966","
  ",""
"1366","C05123","hmdb/HMDB03903.xml","125.99867937","Urine",""
"1367","C05125","hmdb/HMDB03904.xml","469.071182446","
  ",""
"1368","C05130","hmdb/HMDB03905.xml","110.048012824","
  ",""
"1369","C05145","hmdb/HMDB03911.xml","103.063328537","Blood/Urine",""
"1370","C05189","hmdb/HMDB03920.xml","353.126322723","
  ",""
"1371","C05239","hmdb/HMDB03929.xml","83.048347175","
  ",""
"1372","C05258","hmdb/HMDB03932.xml","1021.339788569","
  ",""
"1373","C05260","hmdb/HMDB03934.xml","993.308488441","
  ",""
"1374","C05261","hmdb/HMDB03935.xml","991.292838377","
  ",""
"1375","C05262","hmdb/HMDB03936.xml","965.277188313","
  ",""
"1376","C05263","hmdb/HMDB03937.xml","963.261538249","
  ",""
"1377","C05264","hmdb/HMDB03938.xml","937.245888185","
  ",""
"1378","C05265","hmdb/HMDB03939.xml","935.230238121","
  ",""
"1379","C05266","hmdb/HMDB03940.xml","909.214588057","
  ",""
"1380","C05267","hmdb/HMDB03941.xml","907.198937993","
  ",""
"1381","C05268","hmdb/HMDB03942.xml","881.183287929","
  ",""
"1382","C05269","hmdb/HMDB03943.xml","879.167637865","
  ",""
"1383","C05271","hmdb/HMDB03944.xml","863.172723243","
  ",""
"1384","C05272","hmdb/HMDB03945.xml","999.297923755","
  ",""
"1385","C05273","hmdb/HMDB03946.xml","975.297923755","
  ",""
"1386","C05275","hmdb/HMDB03948.xml","919.235323499","
  ",""
"1387","C05276","hmdb/HMDB03949.xml","891.204023371","
  ",""
"1388","C05280","hmdb/HMDB03952.xml","945.250973563","
  ",""
"1389","C05290","hmdb/HMDB03955.xml","302.188194698","Blood","Cushing's syndrome/Blood//Cushing's syndrome/Blood"
"1390","C05291","hmdb/HMDB03956.xml","304.203844762","
  ",""
"1391","C05295","hmdb/HMDB03959.xml","302.188194698","
  ",""
"1392","C05335","hmdb/HMDB03966.xml","196.995500429","Blood/Urine","Prostate cancer not receiving Se supplementation after radical prostatectomy treatment/Blood"
"1393","C05338","hmdb/HMDB03967.xml","901.151987801","
  ",""
"1394","C05345","hmdb/HMDB03971.xml","260.029718526","
  ",""
"1395","C05379","hmdb/HMDB03974.xml","190.011352546","
  ",""
"1396","C05385","hmdb/HMDB03976.xml","274.008983084","
  ",""
"1397","C05425","hmdb/HMDB03990.xml","420.360345402","
  ",""
"1398","C05433","hmdb/HMDB03993.xml","536.438201792","Blood","After tomato drink intake/Blood"
"1399","C05484","hmdb/HMDB04025.xml","320.271530396","Urine",""
"1400","C05485","hmdb/HMDB04026.xml","332.23514489","Blood/Urine",""
"1401","C05490","hmdb/HMDB04029.xml","344.198759384","Blood","Kidney cancer/Blood//Kidney Cancer/Blood//Kidney Cancer/Blood//Kidney Cancer/Blood"
"1402","C05497","hmdb/HMDB04030.xml","346.214409448","Blood","Preterm birth/Blood//Bilateral testicular adrenal rest tumors/Blood//11-beta-Hydroxylase deficiency /Blood//21-Hydroxylase deficiency /Blood//Congenital adrenal hyperplasia/Blood"
"1403","C05498","hmdb/HMDB04031.xml","332.198759384","Blood",""
"1404","C05502","hmdb/HMDB04035.xml","402.349780716","
  ",""
"1405","C05519","hmdb/HMDB04041.xml","119.058243159","Urine","Prostate Cancer/Urine"
"1406","C09902","hmdb/HMDB04043.xml","154.135765198","
  ",""
"1407","C05528","hmdb/HMDB04045.xml","167.97285855","
  ",""
"1408","C14143","hmdb/HMDB04047.xml","895.162552487","
  ",""
"1409","C05554","hmdb/HMDB04051.xml","564.227887258","
  ",""
"1410","C05578","hmdb/HMDB04058.xml","149.047678473","
  ",""
"1411","C05583","hmdb/HMDB04061.xml","182.057908808","
  ",""
"1412","C05585","hmdb/HMDB04062.xml","138.031694058","
  ",""
"1413","C05588","hmdb/HMDB04063.xml","197.105193351","Blood/Cerebrospinal Fluid (CSF)/Urine","Pheochromocytoma/Blood"
"1414","C05604","hmdb/HMDB04067.xml","195.053157781","
  ",""
"1415","C05606","hmdb/HMDB04068.xml","318.064056818","Blood","Chronic renal failure/Blood"
"1416","C05627","hmdb/HMDB04072.xml","120.057514878","
  ",""
"1417","C05634","hmdb/HMDB04073.xml","175.063328537","Blood/Urine",""
"1418","C05638","hmdb/HMDB04076.xml","180.089877638","
  ",""
"1419","C05639","hmdb/HMDB04077.xml","161.047678473","
  ",""
"1420","C05640","hmdb/HMDB04078.xml","300.038235998","
  ",""
"1421","C11695","hmdb/HMDB04080.xml","347.282429433","Blood/Cerebrospinal Fluid (CSF)","epileptic patients/Cerebrospinal Fluid (CSF)"
"1422","C05643","hmdb/HMDB04081.xml","248.116092388","Blood/Urine",""
"1423","C05645","hmdb/HMDB04083.xml","223.048072403","
  ",""
"1424","C16794","hmdb/HMDB04085.xml","298.28718046","Cerebrospinal Fluid (CSF)","Mycobacterium tuberculosis/Cerebrospinal Fluid (CSF)//Tuberculous meningitis/Cerebrospinal Fluid (CSF)"
"1425","C05648","hmdb/HMDB04086.xml","252.074621504","
  ",""
"1426","C05201","hmdb/HMDB04087.xml","223.136099549","Cerebrospinal Fluid (CSF)","Parkinson's disease/Cerebrospinal Fluid (CSF)"
"1427","C05653","hmdb/HMDB04089.xml","165.042593095","
  ",""
"1428","C05658","hmdb/HMDB04094.xml","133.052763851","
  ",""
"1429","C05659","hmdb/HMDB04095.xml","190.11061308","Urine",""
"1430","C05660","hmdb/HMDB04096.xml","205.073893223","
  ",""
"1431","C05670","hmdb/HMDB04101.xml","70.053098202","Blood",""
"1432","C05682","hmdb/HMDB04110.xml","139.987459782","
  ",""
"1433","C05686","hmdb/HMDB04112.xml","474.964350033","
  ",""
"1434","C05689","hmdb/HMDB04113.xml","182.979850365","
  ",""
"1435","C05698","hmdb/HMDB04119.xml","182.979850365","
  ",""
"1436","C05704","hmdb/HMDB04122.xml","335.912750538","Blood",""
"1437","C05723","hmdb/HMDB04135.xml","518.186022444","
  ",""
"1438","C16884","hmdb/HMDB04136.xml","122.057908808","Blood/Cerebrospinal Fluid (CSF)/Urine","Ribose-5-Phosphate Isomerase Deficiency/Blood//Ribose-5-Phosphate Isomerase Deficiency/Cerebrospinal Fluid (CSF)//Ribose-5-Phosphate Isomerase Deficiency/Urine"
"1439","C13881","hmdb/HMDB04142.xml","137.905241273","Blood/Cerebrospinal Fluid (CSF)/Urine","Multiple sclerosis/Blood//Multiple sclerosis/Blood//Parkinson's disease/Blood//Alzheimer's disease/Blood"
"1440","C13691","hmdb/HMDB04148.xml","233.035793157","Blood/Urine",""
"1441","C05789","hmdb/HMDB04157.xml","596.357385288","
  ",""
"1442","C05791","hmdb/HMDB04158.xml","590.310435096","Blood/Urine",""
"1443","C05793","hmdb/HMDB04159.xml","594.341735224","Urine",""
"1444","C05794","hmdb/HMDB04160.xml","590.310435096","
  ",""
"1445","C05795","hmdb/HMDB04161.xml","588.294785032","Urine",""
"1446","C05796","hmdb/HMDB04162.xml","","
  ",""
"1447","C05827","hmdb/HMDB04181.xml","124.063662888","
  ",""
"1448","C05832","hmdb/HMDB04185.xml","248.079706882","
  ",""
"1449","C05834","hmdb/HMDB04186.xml","163.063328537","
  ",""
"1450","C05842","hmdb/HMDB04193.xml","152.05857751","Urine","Pellagra/Urine"
"1451","C05843","hmdb/HMDB04194.xml","152.05857751","Blood/Urine",""
"1452","C05844","hmdb/HMDB04195.xml","254.05725688","
  ",""
"1453","C05850","hmdb/HMDB04198.xml","450.349780716","
  ",""
"1454","C04700","hmdb/HMDB04207.xml","275.148120797","Cerebrospinal Fluid (CSF)","Dementia - unspecified cause/Cerebrospinal Fluid (CSF)//Huntington's Disease/Cerebrospinal Fluid (CSF)"
"1455","C05901","hmdb/HMDB04215.xml","244.073558872","
  ",""
"1456","C05921","hmdb/HMDB04220.xml","573.140682731","
  ",""
"1457","C05933","hmdb/HMDB04224.xml","190.106590334","
  ",""
"1458","C03771","hmdb/HMDB04225.xml","173.080041233","Blood/Cerebrospinal Fluid (CSF)","Hypothyroidism/Blood//Hyperthyroidism/Blood//Cirrhosis/Blood"
"1459","C05936","hmdb/HMDB04226.xml","129.078978601","
  ",""
"1460","C05942","hmdb/HMDB04230.xml","111.032028409","Blood/Urine",""
"1461","C05944","hmdb/HMDB04231.xml","205.131408101","
  ",""
"1462","C05949","hmdb/HMDB04234.xml","334.214409448","
  ",""
"1463","C05954","hmdb/HMDB04236.xml","334.214409448","Blood/Cerebrospinal Fluid (CSF)","ischaemic stroke/Cerebrospinal Fluid (CSF)"
"1464","C05958","hmdb/HMDB04238.xml","334.214409448","Blood/Urine",""
"1465","C05960","hmdb/HMDB04240.xml","352.224974134","Blood",""
"1466","C05962","hmdb/HMDB04241.xml","368.219888756","
  ",""
